item,id,source,medium,year,year-binned,company,brand,alcohol_content,main_slogan,secondary_slogan,logo_location,logo_modality,logo_what_words,logo_what_image,multimodal_logo_type,metaphoric_metonymy_motivation,overall_color,comments,hanja,roman,hangul_loan_words,text_count,writing_color,font_style,font_weight,main_slogan_ending,slogan_end_noun,slogan_end_verb,slogan_end_english,slogan_end_nonverbal,secondary_slogan_ending,noun_token,verb_token,english_token,nonverbal_speech_sound_token,additional_comments,background_color,background_type,plants_trees_background,restaurant_background,food_background,additional_comments_background,bottle_presence,bottle_position,bottle_color,bottle_opacity,bottle_shape,bottle_size,neck_height_by_width,body_height_by_width,additional_comments_bottle,model_gender,model_clothing_color,female_bare_shoulders,female_bare_legs,female_bare_cleavage,additional_comments_model,model_bottle_holding_hand,if_holding_bottle_which_hand,holding_glass,hand_on_hips,hourglass_body_shape,body_or_facial_appearance,full_body,camera_shot,additional_comments_body,eye_contact,smile,head_tilt,wink,puckered_lips,hand_on_face,gesture_comments,glass_in_advert,shape_of_glass,glass_comments,vertical_RL_writing,flavoured_soju,flavour,ideophone,ideophone_word_count,sound_object,sound_object_word_count,production_area,overall_comments
766_2020_16.9_JinRo_Chamisul Fesh_002,766,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.9,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,White,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Blue and white,Sky and flower petals,No,No,No,"Dew, sky and flower petals",Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,42x86,78x176,,1 Female,Blue,No,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest. Model is holding a dew drop,Yes,Yes,No,No,No,Yes,Model leaning on hand,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
767_2020_16.9_JinRo_Chamisul Fesh_003,767,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.9,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,White,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Blue and white,Sky and flower petals,No,No,No,"Dew, sky and flower petals",Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,66x138,128x288,,1 Female,Blue,No,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest. Model is holding a dew drop,Yes,Yes,Side,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
768_2020_16.9_JinRo_Chamisul Fesh_004,768,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.9,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,Blue,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Blue and white,Plain,No,No,No,Dew and sky,Superimposed,Bottom left,Green,Transparent,Long neck,Lifesize,36x76,68x152,,1 Female,White,No,No,No,Model is wearing a top that is sheer up to her chest,No,No,No,No,No,Soft,No,Bust shot,Chest. Model is holding a dew drop,Yes,No,Side,No,No,Yes,Model resting chin on hand,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
769_2020_16.9_JinRo_Chamisul Fesh_005,769,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.9,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,Blue,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Blue and white,Plain,No,No,No,Dew and sky,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,72x150,135x303,,1 Female,White,No,No,No,Model is wearing a top that is sheer up to her chest,No,No,No,No,No,Soft,No,Bust shot,Chest. Model is holding a dew drop,Yes,Yes,No,No,No,Yes,Model resting chin on hand,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
770_2020_16.9_JinRo_Chamisul Fesh_006,770,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.9,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,White,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Orange,Autumn leaves,No,No,No,Dew and leaves,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,72x150,135x303,,1 Female,Pink,No,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest. Model is holding a dew drop,Yes,Yes,No,No,No,Yes,Model resting chin on hand,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
771_2020_16.9_JinRo_Chamisul Fesh_007,771,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.9,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,White,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Blue and white,Lights,No,No,No,Dew and light,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,66x138,128x288,,1 Female,Silver,Yes,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest. Model is holding a dew drop,Yes,No,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
772_2020_16.9_JinRo_Chamisul Fesh_008,772,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.9,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,Blue,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Blue and white,Lights,No,No,No,Dew and light,Superimposed,Bottom left,Green,Transparent,Long neck,Lifesize,44x92,84x190,,1 Female,Silver,Yes,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest. Model is holding a dew drop,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
773_2020_16.9_JinRo_Chamisul Fesh_009,773,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2020,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.9,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,White,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",White,Cloth,No,No,No,Dew and curtain,Superimposed,Bottom left,Green,Transparent,Long neck,Lifesize,44x92,84x190,,1 Female,White,Yes,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest. Model is holding a dew drop,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
774_2021_13_JinRo_Chamisul Melon_001,774,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Chamisul Melon 메로나에 이슬,13,달콤한 메로나가 참이슬에 빠졌다! EN: The sweetness of Melona has fallen into Chamisul!,메로나에이슬 EN: Chamisul Melon,Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,,Color,,No,"Yes, brand",No,26,"Yellow, green and white",Print,Bold,Verb,NA,반말,NA,NA,Noun,메로나에이슬,NA,NA,NA,Buffer around text creates 3D effect.,Blue and green,Sky and waves,"Yes, tree",No,"Yes, fruit","Palm tree, melon and toad mascot (company logo)",Yes,Right,Green,Transparent,Long neck,Lifesize,138x326,282x594,,1 Non-human model,NA,NA,NA,NA,Toad caricuture (Jinro's mascot),No,No,Yes,No,No,Soft,No,Bust shot,Chest,NA,NA,NA,NA,NA,NA,,Yes,Soju,NA,No,Yes,melon,NA,NA,NA,NA,Seoul Metropolitan City,
775_2021_16.5_JinRo_Jinro_001,775,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Chamisul Melon 메로나에 이슬,16.5,봄을 부르는 초깔끔한 맛 EN: A super clean taste that calls out to spring,소주의 원조 진-로 EN: The origin of soju Jin-ro,Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,,Color,,"Yes, brand","Yes, brand",No,23,Pink and blue,Print,Bold,Noun,맛,NA,NA,NA,Noun,진로,NA,NA,NA,White glow around characters in main slogan,Blue and green,Field,"Yes, tree",No,No,"Toad mascot (company logo), guitar and mountain",Superimposed,Bottom right,Clear,Transparent,Short neck,Lifesize,64x88,130x322,,1 Non-human model,NA,NA,NA,NA,Toad caricuture (Jinro's mascot),NA,NA,NA,NA,NA,Soft,Yes,Full shot,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
776_2021_16.5_JinRo_Jinro_002,776,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Chamisul Melon 메로나에 이슬,16.5,"봄바람 살랑 초깔끔한 맛 EN: A soft spring breeze, a super clean taste",소주의 원조 진-로 EN: The origin of soju Jin-ro,Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,,Color,,"Yes, brand","Yes, brand",No,23,Pink and blue,Print,Bold,Noun,맛,NA,NA,NA,Noun,진로,NA,NA,NA,White glow around characters in main slogan,Blue and green,Field,"Yes, plant",No,No,Grass and foerest,Superimposed,Bottom right,Clear,Transparent,Short neck,Lifesize,64x88,130x322,,1 Non-human model,NA,NA,NA,NA,Toad caricuture (Jinro's mascot),No,No,No,No,No,Strong,No,Medium shot,Waist,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
777_2021_16.5_JinRo_Jinro_003,777,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Chamisul Melon 메로나에 이슬,16.5,"봄바람 살랑 초깔끔한 맛 EN: A soft spring breeze, a super clean taste",소주의 원조 진-로 EN: The origin of soju Jin-ro,Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,,Color,,"Yes, brand","Yes, brand",No,23,Pink and blue,Print,Bold,Noun,맛,NA,NA,NA,Noun,진로,NA,NA,NA,White glow around characters in main slogan,Blue and green,Field,"Yes, plant",No,No,Picnic on the grass and flower petals,Superimposed,Bottom right,Clear,Transparent,Short neck,Lifesize,64x88,130x322,,1 Non-human model,NA,NA,NA,NA,Toad caricuture (Jinro's mascot),No,No,No,No,No,Strong,Yes,Full shot,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
778_2021_16.5_JinRo_Jinro_004,778,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Chamisul Melon 메로나에 이슬,16.5,초깔끔한 맛 기다렸썸머! EN: I've been waiting for this super clean taste!,소주의 원조 진-로 EN: The origin of soju Jin-ro,Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The verb ending for 기다렸어 is modified to be 썸머 (summer), which is the season the ad was released in",Color,,"Yes, brand","Yes, brand",No,23,Blue and white,Print,Bold,Noun,썸머,NA,NA,NA,Noun,진로,NA,NA,NA,White glow around characters in main slogan,Blue and white,Beach,"Yes, tree",No,No,"Palm tree, tube, sky and ocean",Superimposed,Bottom right,Clear,Transparent,Short neck,Lifesize,64x88,130x322,,1 Non-human model,NA,NA,NA,NA,Toad caricuture (Jinro's mascot),No,No,Yes,No,No,Strong,Yes,Full shot,,NA,NA,NA,NA,NA,NA,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
779_2021_16.5_JinRo_Jinro_005,779,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Chamisul Melon 메로나에 이슬,16.5,초깔끔하게 술라이당~ EN: Goes down super clean~,소주의 원조 진-로 EN: The origin of soju Jin-ro,Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,슬라이딩 (sliding) is deliberately spelt incorrectly using the character 술 (alcohol),Color,,"Yes, brand","Yes, brand","Yes, main slogan",23,Blue and white,Print,Bold,Noun,술라이딩,NA,NA,NA,Noun,진로,NA,NA,NA,White glow around characters in main slogan,Yellow and blue,Waterpark,No,No,No,Water slide,Superimposed,Bottom right,Clear,Transparent,Short neck,Lifesize,64x88,130x322,,1 Non-human model,NA,NA,NA,NA,Toad caricuture (Jinro's mascot),No,No,No,No,No,Soft,Yes,Full shot,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
780_2021_25_JinRo_Ilpoom Jinro_001,780,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Ilpoom Jinro 일품진로,25,ALL NEW 일품진로 EN: All new Ilpoom Jinro,더 당당해진 일품다운 품격으로 EN: Returning with upgraded confidence befitting of a superior (Ilpoom) product ,Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,,Color,The name of the product means 'superior',No,"Yes, main slogan and secondary slogan","Yes, secondary slogan",73,Black,Print,Light,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Black and white,Stairs,No,No,No,Stairs and people,Yes,Center center,White,Transparent,Short neck and long rectangular body,Large,140x85,232x436,Huge bottle towers over tiny people,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
781_2021_16.5_JinRo_Chamisul Fesh_001,781,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.5,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,Blue,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",White,Snow,No,No,No,Dew and snow field,Superimposed,Bottom left,Green,Transparent,Long neck,Lifesize,48x98,90x204,,1 Female,Blue and white,No,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
782_2021_16.5_JinRo_Chamisul Fesh_002,782,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.5,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,Blue,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Blue and white,Snow,No,No,No,Dew and snow,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,66x138,128x288,,1 Female,Pink,No,No,No,,No,No,No,No,No,Soft,No,Medium shot,Waist. Model is holding a dew drop,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
783_2021_16.5_JinRo_Chamisul Fesh_003,783,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.5,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,Blue,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Orange and white,Snowy forest,"Yes, tree",No,No,"Dew, snow-covered forest",Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,66x138,128x288,,1 Female,White,No,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest. Model is holding a dew drop,Yes,No,No,Yes,Yes,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
784_2021_16.5_JinRo_Chamisul Fesh_004,784,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.5,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,White,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Pink and green,Flowers,"Yes, plant",No,No,"Dew, flowers and garden",Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,66x138,128x288,,1 Female,Pink,No,No,No,,No,No,No,No,No,Soft,No,Medium shot,Waist. Model is holding a dew drop,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
785_2021_16.5_JinRo_Chamisul Fesh_005,785,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.5,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,White,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Pink and green,Flowers,"Yes, plant",No,No,Dew and flowers,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,66x138,128x288,,1 Female,Pink,Yes,No,No,,No,No,No,No,No,Soft,No,Bust shot,Chest. Model is holding a dew drop,Yes,No,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
786_2021_16.5_JinRo_Chamisul Fesh_006,786,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.5,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,White,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Blue and white,Sky and ocean,No,No,No,Sky and ocean,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,66x138,128x288,,1 Female,Green,Yes,No,No,,No,No,Yes,No,No,Soft,No,Medium shot,Waist,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
787_2021_16.5_JinRo_Chamisul Fesh_007,787,https://www.hitejinro.com/socialmedia/library.asp,Wall ad,2021,2020s,JinRo 진로,Chamisul Fresh 참이슬 프레쉬,16.5,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Top left corner,Words and image,하이트진로,"Stylised ""HJ""",Separate,"The word 이슬 (dew) is in the name of the product itself, drawing a comparison between the freshness of the soju and morning dew",Color,,No,"Yes, brand",No,25,White,Print,Bold,Noun,다음날,NA,NA,NA,Noun,참이슬,NA,NA,NA,"Main slogan in bold, secondary slogan in light font. 참이슬 written in calligraphic font.",Green and white,Leaves,"Yes, tree",No,No,"Flower, leaves and branch",Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,66x138,128x288,,1 Female,White,Yes,No,No,,No,No,No,No,No,Soft,No,Medium shot,Hips. Model is holding flower with dew drop sitting on the petals,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
