item,id,source,medium,year,year-binned,company,brand,alcohol_content,main_slogan,secondary_slogan,logo_location,logo_modality,logo_what_words,logo_what_image,multimodal_logo_type,metaphoric_metonymy_motivation,overall_color,comments,hanja,roman,hangul_loan_words,text_count,writing_color,font_style,font_weight,main_slogan_ending,slogan_end_noun,slogan_end_verb,slogan_end_english,slogan_end_nonverbal,secondary_slogan_ending,noun_token,verb_token,english_token,nonverbal_speech_sound_token,additional_comments,background_color,background_type,plants_trees_background,restaurant_background,food_background,additional_comments_background,bottle_presence,bottle_position,bottle_color,bottle_opacity,bottle_shape,bottle_size,neck_height_by_width,body_height_by_width,additional_comments_bottle,model_gender,model_clothing_color,female_bare_shoulders,female_bare_legs,female_bare_cleavage,additional_comments_model,model_bottle_holding_hand,if_holding_bottle_which_hand,holding_glass,hand_on_hips,hourglass_body_shape,body_or_facial_appearance,full_body,camera_shot,additional_comments_body,eye_contact,smile,head_tilt,wink,puckered_lips,hand_on_face,gesture_comments,glass_in_advert,shape_of_glass,glass_comments,vertical_RL_writing,flavoured_soju,flavour,ideophone,ideophone_word_count,sound_object,sound_object_word_count,production_area,overall_comments
463_2019_16.9_DaeSun_Daesun_013,463,http://c1.co.kr/waybbs/way_bbs.php?bo_table=print,Wall ad,2019,2010s,DaeSun 대선,Dasun 대선,16.9,"봄봄봄 봄이 왔어요 EN: Spring, spring, spring, it's here!",대선 EN: Daesun,No logo,NA,NA,NA,NA,,Color,Similar to lyrics of Roy Kim's 봄봄봄,No,No,No,8,Yellow,Print,Bold,Noun,대선,NA,NA,NA,NA,NA,NA,NA,NA,대선 printed in large vertical font and looks like it is cut out from an image of flowers,Yellow,Plain,"Yes, tree",No,No,Flowers and branch,Yes,Centre right,Green,Transparent,Long neck,Lifesize,148x327,274x627,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,봄봄봄봄,1,NA,NA,Busan Metropolitan City,
464_2019_16.9_DaeSun_Daesun_014,464,http://c1.co.kr/waybbs/way_bbs.php?bo_table=print,Wall ad,2019,2010s,DaeSun 대선,Dasun 대선,16.9,대선으로 힙하게 EN: Keeping it hip/edgy with Daesun,NA ,No logo,NA,NA,NA,NA,,Color,,"Yes, brand",No,"Yes, main slogan",7,Gold and silver,Print,Bold,Verb,NA,반말,NA,NA,NA,NA,NA,NA,NA,Glittery font,"Red, green and white",Snowflakes,No,No,No,Christmas themed,Yes,Bottom centre,Green,Transparent,Long neck,Lifesize,189x474,380x852,"Two bottles, one superimposed and one in model's hand",2 Females,Gold and pink,No,No,No,,Yes,Right,Yes,No,No,Soft,No,Medium shot,Hips,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Busan Metropolitan City,
465_2019_16.9_DaeSun_Daesun_015,465,http://c1.co.kr/waybbs/way_bbs.php?bo_table=print,Wall ad,2019,2010s,DaeSun 대선,Dasun 대선,16.9,대선으로 힙하게 EN: Keeping it hip/edgy with Daesun,NA ,No logo,NA,NA,NA,NA,,Color,,"Yes, brand",No,"Yes, main slogan",7,Gold and silver,Print,Bold,Verb,NA,반말,NA,NA,NA,NA,NA,NA,NA,Glittery font,"Red, green and white",Snowflakes and baubles,No,No,No,Christmas themed,Yes,Bottom centre,Green,Transparent,Long neck,Lifesize,189x474,380x852,"Two bottles, one superimposed and one in model's hand",2 Females,Gold and pink,Yes,No,No,,Yes,Right,Yes,No,No,Soft,No,Medium shot,Hips,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Busan Metropolitan City,
466_2019_16.9_DaeSun_Daesun_016,466,http://c1.co.kr/waybbs/way_bbs.php?bo_table=print,Wall ad,2019,2010s,DaeSun 대선,Dasun 대선,16.9,"봄봄봄 봄이 왔어요 EN: Spring, spring, spring, it's here!",대선 EN: Daesun,No logo,NA,NA,NA,NA,,Color,Similar to lyrics of Roy Kim's 봄봄봄,No,No,No,8,Blue,Print,Bold,Noun,대선,NA,NA,NA,NA,NA,NA,NA,NA,대선 printed in large vertical font and looks like it is cut out from an image of flowers,Blue and pink,Cherry blossoms,"Yes, tree",No,No,Flowers and branch,Yes,Centre right,Green,Transparent,Long neck,Lifesize,148x327,274x627,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,봄봄봄봄,1,NA,NA,Busan Metropolitan City,
467_2019_16.9_DaeSun_Daesun_017,467,http://c1.co.kr/waybbs/way_bbs.php?bo_table=print,Wall ad,2019,2010s,DaeSun 대선,Dasun 대선,16.9,Summer with 대선 EN: Summer with Daesun,즐기자 여름을! 즐기자 대선으로! EN: Let's have fun in summer! Let's have fun with Daesun!,No logo,NA,NA,NA,NA,,Color,,No,No,"Yes, main slogan",39,Blue,Calligraphy and print,Light,Noun,대선,NA,NA,NA,Noun and particle,대선으로,NA,NA,NA,Main slogan in calligraphic font,"Yellow, blue and white",Beach,No,No,No,Beach,Yes,Bottom left,Green,Transparent,Long neck,Lifesize,66x153,126x288,"Two bottles, one superimposed and one in model's hand",1 Female,Pink and blue,Yes,Yes,No,,Yes,Left,No,No,No,Soft,Yes,Full shot,,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Busan Metropolitan City,
468_2019_16.9_DaeSun_Daesun_018,468,http://c1.co.kr/waybbs/way_bbs.php?bo_table=print,Wall ad,2019,2010s,DaeSun 대선,Dasun 대선,16.9,Summer with 대선 EN: Summer with Daesun,즐기자 여름을! 즐기자 대선으로! EN: Let's have fun in summer! Let's have fun with Daesun!,No logo,NA,NA,NA,NA,,Color,,No,No,"Yes, main slogan",39,Blue,Calligraphy and print,Light,Noun,대선,NA,NA,NA,Noun and particle,대선으로,NA,NA,NA,Main slogan in calligraphic font,Blue and white,Beach,No,No,No,Beach,Yes,Bottom right,Green,Transparent,Long neck,Lifesize,66x153,126x288,"Two bottles, one superimposed and one in model's hand",1 Female,Blue and white,Yes,Yes,No,,Yes,Both,No,No,Yes,Soft,No,Knee shot,Thighs,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Busan Metropolitan City,
469_2019_16.9_DaeSun_Daesun_019,469,http://c1.co.kr/waybbs/way_bbs.php?bo_table=print,Wall ad,2019,2010s,DaeSun 대선,Dasun 대선,16.9,Summer with 대선 EN: Summer with Daesun,즐기자 여름을! 즐기자 대선으로! EN: Let's have fun in summer! Let's have fun with Daesun!,No logo,NA,NA,NA,NA,,Color,,No,No,"Yes, main slogan",39,Blue,Calligraphy and print,Light,Noun,대선,NA,NA,NA,Noun and particle,대선으로,NA,NA,NA,Main slogan in calligraphic font,"Yellow, blue and white",Beach,No,No,No,Beach,Yes,Bottom right,Green,Transparent,Long neck,Lifesize,66x153,126x288,"Two bottles, one superimposed and one in model's hand",1 Female,Red and blue,Yes,Yes,No,,Yes,Right,No,No,No,Soft,Yes,Full shot,,Yes,Yes,Side,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Busan Metropolitan City,
470_2019_16.9_DaeSun_Daesun_020,470,http://c1.co.kr/waybbs/way_bbs.php?bo_table=print,Wall ad,2019,2010s,DaeSun 대선,Dasun 대선,16.9,Summer with 대선 EN: Summer with Daesun,즐기자 여름을! 즐기자 대선으로! EN: Let's have fun in summer! Let's have fun with Daesun!,No logo,NA,NA,NA,NA,,Color,,No,No,"Yes, main slogan",39,Blue,Calligraphy and print,Light,Noun,대선,NA,NA,NA,Noun and particle,대선으로,NA,NA,NA,Main slogan in calligraphic font,"Yellow, blue and white",Beach,No,No,No,Beach,Superimposed,Bottom left,Green,Transparent,Long neck,Lifesize,66x153,126x288,,1 Female,Blue,Yes,Yes,No,,No,No,Yes,No,Yes,Soft,No,Knee shot,Thighs,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Busan Metropolitan City,
471_2019_16.9_DaeSun_Daesun_021,471,http://c1.co.kr/waybbs/way_bbs.php?bo_table=print,Wall ad,2019,2010s,DaeSun 대선,Dasun 대선,16.9,"같이, 한잔할까요? 대선으로 EN: Would you like to have a drink together? Some Daesun?",건전한 음주문화 대선과 함께해요 EN: Cultivate a healthy drinking culture with Daesun,No logo,NA,NA,NA,NA,,Color,,No,No,No,25,Blue and green,Print,Light,Noun,대선(으로),NA,NA,NA,Verb,NA,~요,NA,NA,"Size and shape of characters in main slogan is inconsistent, making it look handwritten. There is also a colour gradient effect","Blue, green and yellow",Room,No,Yes,"Yes, fruit",Fruits,Yes,Bottom centre,Green,Transparent,Long neck,Lifesize,86x208,165x382,One bottle is superimposed and there are multiple others in the actual photo,4 Females,Multicolour,Yes,Yes,No,,No,No,Yes,No,No,Soft,Yes,Full shot,,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Busan Metropolitan City,
472_2019_16.7_DaeSun_Gogeup Soju_001,472,http://c1.co.kr/waybbs/way_bbs.php?bo_table=print,Wall ad,2019,2010s,DaeSun 대선,Gogeup Soju 고급소주,16.7,듀얼숙성공법으로 작정하고 만든 천상의 맛 EN: A heavenly taste made strategically with a dual maturation method,NA ,No logo,NA,NA,NA,NA,Outer space/universe themed slogan matches background image,Color,,No,No,"Yes, secondary slogan",18,Blue and black,Print,Bold,Noun,맛,NA,NA,NA,NA,NA,NA,NA,NA,Slogans written vertically,White,Diamonds,No,No,No,Diamonds,Yes,Left,Clear,Transparent,Long neck,Lifesize,188x419,353x802,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No (vertical_LR),No,NA,NA,NA,NA,NA,Busan Metropolitan City,
473_2019_16.7_DaeSun_Gogeup Soju_002,473,http://c1.co.kr/waybbs/way_bbs.php?bo_table=print,Wall ad,2019,2010s,DaeSun 대선,Gogeup Soju 고급소주,16.7,소주계에 혜성처럼 나타났다 EN: It shot into the soju scene like a comet,저세상 맛 소주 EN: Soju that tastes out of this world,No logo,NA,NA,NA,NA,Outer space/universe themed slogan matches background image,Color,,No,No,No,18,White,Print,Bold,Verb,NA,반말,NA,NA,Noun,소주,NA,NA,NA,Slogans written vertically,Blue and white,Outer space and clouds,No,No,No,Space and planets,Yes,Left,Clear,Transparent,Long neck,Lifesize,215x446,336x771,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No (vertical_LR),No,NA,NA,NA,NA,NA,Busan Metropolitan City,
474_2010_16.8_Lotte_Chumchurum Cool_001,474,https://www.ad.co.kr/ad/print/show.cjsp?ukey=262233,Wall ad,2010,2010s,LotTe 롯데,Chumchurum Cool 처음처럼 쿨,16.8,소주를 이겨라! EN: Beat the soju!,소주보다 순한 소주 EN: Soju that's lighter than soju,No logo,NA,NA,NA,NA,,Color,,No,"Yes, brand",No,18,Black and white,Print,Bold,Verb,NA,반말,NA,NA,Noun,소주,NA,NA,NA,Slogan printed on banner,Beige,Plain,No,No,No,Flag,Yes,Top right,Green,Transparent,Long neck,Lifesize,98x183,117x450,Bottle is printed on a banner the model is holding,1 Female,Blue and white,Yes,Yes,Yes,,No,No,No,No,No,Soft,No,Knee shot,Knees,Yes,No,Side,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
475_2010_16.8_Lotte_Chumchurum Cool_002,475,https://www.ad.co.kr/ad/print/show.cjsp?ukey=246983,Wall ad,2010,2010s,LotTe 롯데,Chumchurum Cool 처음처럼 쿨,16.8,소주를 이겨라! EN: Beat the soju!,소주보다 순한 소주 EN: Soju that's lighter than soju,No logo,NA,NA,NA,NA,,Color,,No,"Yes, brand",No,18,Black and white,Print,Bold,Verb,NA,반말,NA,NA,Noun,소주,NA,NA,NA,Slogan printed on banner,Beige,Plain,No,No,No,Flag,Yes,Center center,Green,Transparent,Long neck,Lifesize,98x183,117x450,Bottle is printed on a banner the model is holding,1 Male,Mint and white,NA,NA,NA,,No,No,No,Yes,No,Soft,No,Knee shot,Knees,Yes,No,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
476_2012_16.8_Lotte_Chumchurum Cool_001,476,https://www.ad.co.kr/ad/print/show.cjsp?ukey=156007,Magazine,2010,2010s,LotTe 롯데,Chumchurum Cool 처음처럼 쿨,16.8,"새로운 생각 새로운 소주 EN: New ideas, new soju",상쾌한 소주! EN: Refreshing soju!,Bottom right corner,Words,Think Casual 처음처럼 Cool,NA,NA,,Color,,"Yes, company","Yes, brand and secondary slogan","Yes, secondary slogan",165,Blue,Print,Light,Noun,소주,NA,NA,NA,Noun,소주,NA,NA,NA,Slogan printed on banner,White,Plain,No,No,No,,Yes,Centre right,Green,Transparent,Long neck,Large,91x165,162x425,Model is leaning on large soju bottle,1 Female,Blue and white,Yes,Yes,No,,No,No,No,Yes,Yes,Soft,Yes,Knee shot,,Yes,Yes,Side,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
477_2011_20_Lotte_Chumchurum Premium_001,477,https://www.ad.co.kr/ad/print/show.cjsp?ukey=292731,Magazine,2011,2010s,LotTe 롯데,Chumchurum Premium 처음처럼 프리미움,20,이제는 소주도 프리미엄 시대 EN: It's the age of premium soju,"지금 즐지는 일반 소주가격 수준으로 10년 숙성 오크증류주의 품격을 누리세요 처음처럼 프리미엄 EN: Chumchurum Premium. Enjoy the superior quality of 10 year, oak distilled soju for the same price as the normal soju you drink now.",No logo,NA,NA,NA,NA,,Color,,No,"Yes, brand","Yes, main slogan and secondary slogan",66,Yellow and white,Print,Light,Noun,시대,NA,NA,NA,Noun,NA,NA,Premium,NA,"""Premium"" written in 한글 as 프리미엄",Brown,Barrels,No,No,No,Oak barrel,Yes,Bottom centre,Green,Transparent,Long neck,Lifesize,84x172,155x354,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
478_2012_16.8_Lotte_Chumchurum Cool_001,478,http://pan2world.blogspot.com/2010/04/more-uee-for-cool-soju-hq.html,Wall ad,2012,2010s,LotTe 롯데,Chumchurum Cool 처음처럼 쿨,16.8,16.8도 가벼워서 술술 넘어가? EN: 16.8 percent: It goes through/down smoothly because it's light?  ,Think Casual ,No logo,NA,NA,NA,NA,,Color,,No,"Yes, secondary slogan",No,24,Blue and purple,Print,Light,Verb,NA,반말,NA,NA,Adjective (English),NA,NA,Stay casual,NA,"Roundish, retro (psychadelic) looking font. ",Orange,Blank,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,,1 Female,Blue,Yes,Yes,No,Bodycon dress,No,No,No,Yes,Yes,Soft,No,Knee shot,Thighs,Yes,No,No,No,No,No,Hand next to head.,No,NA,NA,No,No,NA,술술,1,NA,NA,Seoul Metropolitan City,
479_2012_16.8_Lotte_Chumchurum Cool_002,479,http://pan2world.blogspot.com/2010/04/more-uee-for-cool-soju-hq.html,Wall ad,2012,2010s,LotTe 롯데,Chumchurum Cool 처음처럼 쿨,16.8,"16.8도 상쾌해서 필름 안 끊겨 EN: 16.8 percent: It's smooth, so [your] film doesn't get cut short ",Think Casual ,No logo,NA,NA,NA,NA,,Color,"""Film gets cut short"" is a colloquial expression used in Korean to refer to memory loss as a result of drinking. ",No,"Yes, secondary slogan",No,24,Yellow,Print,Light,Verb,NA,반말,NA,NA,Adjective (English),NA,NA,Stay casual,NA,"Roundish, retro (psychadelic) looking font. ",Pink,Blank,No,No,No,Film roll,No,NA,NA,NA,NA,NA,NA,NA,,1 Female,Navy and white,Yes,Yes,No,Dress and jean corsette,No,No,No,No,No,Soft,No,Knee shot,Thighs,Yes,Yes,Forward,No,No,No,Holding film reel.,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
480_2012_16.8_Lotte_Chumchurum Cool_003,480,http://pan2world.blogspot.com/2010/04/more-uee-for-cool-soju-hq.html,Wall ad,2012,2010s,LotTe 롯데,Chumchurum Cool 처음처럼 쿨,16.8,16.8도 부담없어서 한방에 안 가! EN: 16.8 percent: It's not burdening [doesn't put pressure on you] so you won't be gone in one hit! ,Think Casual ,No logo,NA,NA,NA,NA,,Color,"""One hit"" is used to refer to both physical hits (like in boxing) and one drink (bottle) of alcohol. ",No,"Yes, secondary slogan",No,25,White and yellow,Print,Light,Verb,NA,반말,NA,NA,Adjective (English),NA,NA,Stay casual,NA,"Roundish, retro (psychadelic) looking font. ",Blue,Blank,No,No,No,Boxing gloves,No,NA,NA,NA,NA,NA,NA,NA,,1 Female,White,Yes,Yes,No,"Loose jumper, hotpants, and wedge (platform) shoes. ",No,No,No,No,No,Soft,Yes,Full shot,,Yes,No,No,No,No,No,Kneeling boxing pose.,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
481_2012_16.8_Lotte_Chumchurum Cool_004,481,http://pan2world.blogspot.com/2010/04/more-uee-for-cool-soju-hq.html,Wall ad,2012,2010s,LotTe 롯데,Chumchurum Cool 처음처럼 쿨,16.8,16.8도 부드러워서 오래가잖아~ EN: 16.8 percent: It's smooth so it lasts a long time~ ,Think Casual ,No logo,NA,NA,NA,NA,,Color,"""Last a long time"" may have multiple meaning (""you can keep on drinking and not get drunk"" as well as sexual). ",No,"Yes, secondary slogan",No,25,White and yellow,Print,Light,Verb,NA,반말,NA,NA,Adjective (English),NA,NA,Stay casual,NA,"Roundish, retro (psychadelic) looking font. ",Violet,Blank,No,No,No,Hourgalss,No,NA,NA,NA,NA,NA,NA,NA,,1 Female,Orange,Yes,Yes,Yes,Jumper and jean hotpants. Heels,No,No,No,No,No,Soft,Yes,Full shot,,Yes,Yes,Side,No,No,No,Tilting a huge hourglass.,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
482_2014_18.6_Lotte_Chumchurum_001,482,http://www.segye.com/newsView/20141020003334,Wall ad,2014,2010s,LotTe 롯데,Chumchurum 처음처럼 ,18,처음 그 부드러운 느낌처럼 EN: Soft (smooth) like that first time.  ,부드러운 소주 EN: Soft soju ,No logo,NA,NA,NA,NA,,Color,,No,"Yes, secondary slogan",No,55,White,Calligraphy,Light,Noun,느낌처럼,NA,NA,NA,Noun,소주,NA,NA,NA,Hand-written style,Blue,Blank,No,No,No,,Superimposed,Top left,Green,Transparent,Long neck,Lifesize,29x53,48x109,,1 Female,Navy,Yes,No,Yes,,No,No,Yes,No,Yes,Soft,No,Knee shot,Thighs,Yes,Yes,No,No,No,No,Hand under chest ,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
483_2014_18.6_Lotte_Chumchurum_002,483,https://www.nemopan.com/pan_issue/9658811,Wall ad,2014,2010s,LotTe 롯데,Chumchurum 처음처럼 ,18,추운겨울이 처음으로 부드러워진다 EN: The first time the harsh winter has softened,100% 천연암반수로 만든 부드러운 소주 EN: Smooth soju made from 100% natural spring water,No logo,NA,NA,NA,NA,,Color,,No,"Yes, secondary slogan",No,42,Blue,Calligraphy,Light,Verb,NA,반말,NA,NA,Noun,소주,NA,NA,NA,Font is italicised and looks wispy,White,Snowflakes,No,No,No,Snowflakes,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,39x78,70x156,,1 Female,White,Yes,Yes,Yes,,No,No,No,No,Yes,Soft,No,Knee shot,Knees,Yes,No,Side,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
484_2014_18.6_Lotte_Chumchurum_003,484,https://www.ad.co.kr/ad/print/show.cjsp?ukey=1051201,Wall ad,2014,2010s,LotTe 롯데,Chumchurum 처음처럼 ,18,처음 그 부드러운 느낌처럼 EN: Soft (smooth) like that first time.  ,100% 천연암반수로 만든 부드러운 소주 EN: Smooth soju made from 100% natural spring water,No logo,NA,NA,NA,NA,,Color,,No,"Yes, secondary slogan and event",No,55,White,Calligraphy,Bold,Noun,느낌처럼,NA,NA,NA,Noun,소주,NA,NA,NA,,Blue,Lights,No,No,No,,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,49x105,96x204,,1 Female,Blue and white,No,No,Yes,,No,No,Yes,Yes,No,Soft,No,Medium shot,Hips,Yes,Yes,Side,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
485_2015_14_Lotte_Sunhari Chumchurum_001,485,https://blog.naver.com/sjkor2000/220381471110,Wall ad,2015,2010s,LotTe 롯데,Sunhari Chumchurum 순하리 처음처럼,14,대세를 따르니 순하니 순하다 EN: I followed the trend and it is indeed so light,NA ,No logo,NA,NA,NA,NA,순하디 spelt as 순하니 as reference to model's name,Color,,No,No,No,12,Black and white,Print,Light,Verb,NA,반말,NA,NA,NA,NA,NA,NA,NA,Brand name printed in font with chalkytexture,Yellow,Plain,No,No,No,,Superimposed,Top right,Green,Transparent,Long neck,Lifesize,49x105,96x204,,1 Female,Pink,Yes,No,No,,No,No,Yes,No,No,Soft,No,Medium shot,Waist,Yes,Yes,Side,No,No,No,,Yes,Soju,NA,No,Yes,citron,NA,NA,NA,NA,Seoul Metropolitan City,
486_2015_14_Lotte_Sunhari Chumchurum_002,486,https://www.ad.co.kr/ad/print/show.cjsp?ukey=1389869,Wall ad,2015,2010s,LotTe 롯데,Sunhari Chumchurum 순하리 처음처럼,14,"순하디 순하다 EN: So, so light",우리들의 가벼운 순하리 처음처럼 복숭아 EN: Our light tasting Sunhari Chumchurum Peach,No logo,NA,NA,NA,NA,,Color,,No,"Yes, secondary slogan","Yes, secondary slogan",131,Black and white,Print,Light,Verb,NA,반말,NA,NA,Noun,복숭아,NA,NA,NA,Brand name printed in font with chalkytexture,Pink,Plain,No,No,No,,Superimposed,Top right,Green,Transparent,Long neck,Lifesize,169x364,325x736,,1 Female,White,Yes,No,No,,No,No,Yes,No,No,Soft,Yes,Bust shot,Chest,Yes,Yes,Side,No,No,No,,Yes,Soju,NA,No,Yes,peach,NA,NA,NA,NA,Seoul Metropolitan City,
487_2015_14_Lotte_Sunhari Chumchurum_003,487,https://www.ad.co.kr/ad/print/show.cjsp?ukey=1399649,Wall ad,2015,2010s,LotTe 롯데,Sunhari Chumchurum 순하리 처음처럼,14,"순하디 순하다 EN: So, so light",우리들의 가벼운 순하리 처음처럼 EN: Our light tasting Sunhari Chumchurum,No logo,NA,NA,NA,NA,,Color,,No,"Yes, secondary slogan","Yes, secondary slogan",133,Black and white,Print,Light,Verb,NA,반말,NA,NA,Noun and particle,처음처럼,NA,NA,NA,Brand name printed in font with chalkytexture,Yellow,Plain,No,No,No,,Superimposed,Top right,Green,Transparent,Long neck,Lifesize,33x66,60x140,,1 Female,White,Yes,No,No,,No,No,Yes,No,No,Soft,Yes,Bust shot,Chest,Yes,Yes,Side,No,No,No,,Yes,Soju,NA,No,Yes,citron,NA,NA,NA,NA,Seoul Metropolitan City,
488_2016_17.5_Lotte_Chumchurum_001,488,https://www.instiz.net/name_enter?no=38649409&page=1&category=2,Wall ad,2016,2010s,LotTe 롯데,Chumchurum 처음처럼 ,17.5,언제나 처음 그느낌 처럼. EN: Always feels like that first time. ,"부드러운 소주 처음처럼. EN: Soft soju, Chumchurum. ",No logo,NA,NA,NA,NA,,Color,"The ""chum"" and ""churum"" in the main slogan are organised so that ""chum"" is above ""churum"" (thus, reading top-down as 'chumchurum'). ",No,No,No,35,White,Print,Bold,Noun,느낌처럼,NA,NA,NA,Noun and particle,처음처럼,NA,NA,NA,"Second part of the company name, combines with the top part of the main slogan to form 'chumchurum'.",Beige,Blank ,No,No,No,,Superimposed,Centre right,Green,Transparent,Long neck,Lifesize,49x105,96x204,,1 Female,Blue,Yes,Yes,Yes,,No,No,Yes,No,No,Soft,No,Knee shot,Shins,Yes,Yes,No,No,No,No,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
489_2016_17.5_Lotte_Chumchurum_002,489,http://www.mhc.kr/girl/6605287,Wall ad,2016,2010s,LotTe 롯데,Chumchurum 처음처럼 ,17.5,"부드러운 소주 처음처럼 EN: Soft soju, Chumchurum",NA ,No logo,NA,NA,NA,NA,,Color,,No,No,No,10,Blue and green,Print,Bold,Noun,처음처럼,NA,NA,NA,NA,NA,NA,NA,NA,White buffer around text,White,Plain,No,No,No,,Yes,Bottom right,Green,Transparent,Long neck,Lifesize/Large,144x296,271x621,There are two bottles in the ad,1 Female,Blue and white,No,Yes,No,,Yes,Right,No,Yes,Yes,Soft,Yes,Full shot,,Yes,Yes,Side,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
490_2016_17.5_Lotte_Chumchurum_003,490,http://www.mhc.kr/girl/6605288,Wall ad,2016,2010s,LotTe 롯데,Chumchurum 처음처럼 ,17.5,"부드럽게 쪽~ EN: Softly, (peck)",100% 천연암반수로 만든 부드러운 소주 EN: Smooth soju made from 100% natural spring water,No logo,NA,NA,NA,NA,,Color,"쪽 is form of onomatopoeia, used to describe the sound of a peck/kiss",No,No,No,22,White,Print,Bold,Nonverbal speech sound,NA,NA,NA,NA,Noun,소주,NA,NA,NA,Last character rotated diagonally to look like it is in the model's hand,Blue,Plain,No,No,No,,Superimposed,Bottom left,Green,Transparent,Long neck,Lifesize,63x124,112x244,,1 Female,Blue,No,Yes,No,,No,No,Yes,Yes,Yes,Soft,No,Knee shot,Thighs,Yes,No,No,No,Yes,Yes,Model holding glass up to lips,Yes,Soju,NA,No,No,NA,쪽~,1,NA,NA,Seoul Metropolitan City,
491_2016_17.5_Lotte_Chumchurum_004,491,http://www.mhc.kr/girl/6605289,Wall ad,2016,2010s,LotTe 롯데,Chumchurum 처음처럼 ,17.5,언제나 처음 그느낌 처럼. EN: Always feels like that first time. ,"부드러운 소주 처음처럼 부드러운 소주 처음처럼. EN: Soft soju, Chumchurum.",No logo,NA,NA,NA,NA,,Color,,No,No,No,37,Blue and black,Print,Light,Noun,느낌처럼,NA,NA,NA,Noun and particle,처음처럼,NA,NA,NA,,Grey,Plain,No,No,No,,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,111x242,218x485,,1 Female,Blue,No,Yes,No,,No,No,Yes,No,No,Soft,Yes,Medium shot,Shins,Yes,Yes,No,No,No,Yes,Chin resting on hand,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
492_2016_17.5_Lotte_Chumchurum_005,492,http://www.mhc.kr/girl/6605290,Wall ad,2016,2010s,LotTe 롯데,Chumchurum 처음처럼 ,17.5,"올여름도 부드럽게 처음처럼 EN: This summer, softly again like the first time with Chumchurum",100% 천연암반수로 만든 부드러운 소주 EN: Smooth soju made from 100% natural spring water,No logo,NA,NA,NA,NA,처음처럼 could be referring to the brand name or literally 'like the first time',Color,,No,No,No,34,Blue and white,Print,Bold,Noun,처음처럼,NA,NA,NA,Noun,소주,NA,NA,NA,Shadow effect on text,Grey,Plain,No,No,No,,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,57x118,104x239,,1 Female,White,Yes,Yes,No,,No,No,Yes,No,No,Soft,No,Medium shot,Shins,Yes,Yes,Side,No,No,Yes,Model holding glass up to 촏다,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
